44,44,0,0.0377832,0.0003208,0.0001872,122.036,-0.0487544,-30800.1,39149.2,0.0377832,0,0.0003208,256.529,96.7345,-5.78914,0.0065526,0.00247092,-0.000147874,189.774,-256.529,0.0377832,0,0.0003208,0.800531,0.274889,-7.38431e-6,0.0139719,-0.0119195,-20.6938,-20.618,-20.6496,0.0757563
45,45,0,0.038276,0.0005048,0.000172,122.07,-0.0153114,21054,61620.8,0.038276,0,0.0005048,270.375,96.3324,-4.13874,0.00438772,0.00156331,-6.71646e-5,268.54,-270.375,0.038276,0,0.0005048,0.731845,0.292636,-3.02286e-7,0.0127731,-0.0115251,-20.6739,-20.6299,-20.654,0.0440108
46,46,0,0.0393008,0.000648,0.00052,122.07,-0.0146133,12311.2,79101.6,0.0393008,0,0.000648,274.894,98.8322,0.0775885,0.0034752,0.00124943,9.80871e-7,274.894,-265.725,0.0393008,0,0.000648,0.941693,0.31999,5.29879e-7,0.0164356,-0.0156013,-20.6789,-20.627,-20.6564,0.0518674
47,47,0,0.0407352,0.00044,0.0007864,122.06,-0.0247663,-23525.5,53706.5,0.0407352,0,0.00044,278.628,117.843,-2.26947,0.00518798,0.0021942,-4.2257e-5,252.457,-278.628,0.0407352,0,0.00044,0.887583,0.325081,8.93445e-7,0.0154912,-0.0137608,-20.6927,-20.625,-20.6602,0.067682
48,48,0,0.041352,0.00046,0.0001768,122.097,0.0119845,23689.1,56164.6,0.041352,0,0.00046,316.438,111.401,-0.0723052,0.00563411,0.00198348,-1.28738e-6,245.543,-316.438,0.041352,0,0.00046,1.00366,0.339123,3.93536e-6,0.0175172,-0.015837,-20.7049,-20.6553,-20.6808,0.0496063
49,49,0,0.0423688,0.00038,0.0005568,122.092,0.00713176,28667.1,46395,0.0423688,0,0.00038,245.417,99.7056,-2.17668,0.00528974,0.00214906,-4.69162e-5,245.417,-224.942,0.0423688,0,0.00038,0.99955,0.318368,-3.68267e-7,0.0148506,-0.0174454,-20.6976,-20.6556,-20.6766,0.0419891
50,50,0,0.042936,0.000288,0.0001872,122.126,0.0412258,-32705.5,35172.4,0.042936,0,0.000288,336.029,134.673,4.52276,0.00955377,0.00382893,0.000128589,304.836,-336.029,0.042936,0,0.000288,1.0956,0.330745,6.34255e-6,0.0120578,-0.0191219,-20.6905,-20.6307,-20.6617,0.0597834
51,51,0,0.0433952,0.0004968,0.0001712,122.104,0.0194499,21442.5,60661.5,0.0433952,0,0.0004968,237.49,85.2118,0.737659,0.003915,0.00140471,1.21603e-5,237.49,-204.525,0.0433952,0,0.0004968,0.852689,0.292549,-3.83457e-6,0.0148822,-0.0144965,-20.7071,-20.6559,-20.6778,0.051247
52,52,0,0.04442,0.000632,0.000528,122.053,-0.0322097,13189.9,77137.4,0.04442,0,0.000632,351.602,111.429,-1.11464,0.00455813,0.00144455,-1.445e-5,278.186,-351.602,0.04442,0,0.000632,0.919067,0.318965,-2.34984e-6,0.0160407,-0.0144254,-20.6938,-20.6467,-20.6712,0.0471159
53,53,0,0.045448,0.000316,0.000396,122.029,-0.056296,32474.9,38561.1,0.045448,0,0.000316,204.807,90.5967,2.37266,0.00531124,0.00234943,6.153e-5,180.996,-204.807,0.045448,0,0.000316,0.806415,0.28219,3.17258e-7,0.0137085,-0.0140746,-20.6868,-20.6518,-20.6709,0.034947
54,54,0,0.0459512,0.0003776,0.0001872,122.036,-0.0494262,-27334.6,46080.6,0.0459512,0,0.0003776,323.434,111.111,-1.31466,0.00701888,0.00241123,-2.85295e-5,323.434,-260.882,0.0459512,0,0.0003776,0.840229,0.284308,3.98971e-6,0.0135167,-0.0146648,-20.6981,-20.6398,-20.6702,0.0583681
