867650000	-92.98628234863281250
867650499	-91.16410827636718750
867650999	-90.50918579101562500
867651498	-90.92615509033203125
867651998	-92.42782592773437500
867652497	-95.15984344482421875
867652997	-99.53126525878906250
867653496	-106.00771331787109375
867653996	-106.89508056640625000
867654495	-102.88542175292968750
867654995	-100.75382995605468750
867655494	-99.62815856933593750
867655994	-98.94808197021484375
867656493	-98.59095001220703125
867656993	-98.43791961669921875
867657492	-98.17002105712890625
867657992	-97.51492309570312500
867658491	-96.52892303466796875
867658991	-95.42210388183593750
867659490	-94.37725067138671875
867659990	-93.55343627929687500
867660489	-93.05546569824218750
867660989	-92.80834197998046875
867661488	-92.46745300292968750
867661988	-91.65768432617187500
867662487	-90.49932861328125000
867662987	-89.49875640869140625
867663486	-89.05532836914062500
867663986	-89.34582519531250000
867664485	-90.38037872314453125
867664985	-91.97624969482421875
867665484	-93.64729309082031250
867665984	-94.77529144287109375
867666483	-95.26617431640625000
867666983	-95.55246734619140625
867667482	-95.94299316406250000
867667982	-96.20646667480468750
867668481	-95.62934112548828125
867668981	-94.16418457031250000
867669480	-92.63487243652343750
867669980	-91.56865692138671875
867670479	-91.03216552734375000
867670979	-90.91224670410156250
867671478	-91.05036926269531250
867671978	-91.25560760498046875
867672477	-91.35234832763671875
867672977	-91.33738708496093750
867673476	-91.44235229492187500
867673976	-91.96923065185546875
867674475	-93.11994934082031250
867674975	-94.91854858398437500
867675474	-96.93630218505859375
867675974	-97.77756500244140625
867676473	-96.77541351318359375
867676973	-95.39878082275390625
867677472	-94.61373138427734375
867677972	-94.61230468750000000
867678471	-95.40337371826171875
867678971	-97.07096862792968750
867679470	-99.92198944091796875
867679970	-104.82581329345703125
867680469	-115.36827850341796875
867680969	-113.51722717285156250
867681468	-107.41498565673828125
867681968	-104.96022796630859375
867682467	-102.73284149169921875
867682967	-100.04900360107421875
867683466	-97.77400207519531250
867683966	-96.47536468505859375
867684465	-96.28375244140625000
867684965	-97.22318267822265625
867685464	-99.28549194335937500
867685964	-101.94142913818359375
867686463	-102.29724121093750000
867686963	-99.49057769775390625
867687462	-96.61188507080078125
867687962	-94.37509918212890625
867688461	-92.67644500732421875
867688961	-91.47595214843750000
867689460	-90.84277343750000000
867689960	-90.88330841064453125
867690459	-91.69393157958984375
867690959	-93.32811737060546875
867691458	-95.73878479003906250
867691958	-98.63099670410156250
867692457	-100.74374389648437500
867692957	-99.63267517089843750
867693456	-96.67554473876953125
867693956	-94.24987792968750000
867694455	-92.83978271484375000
867694955	-92.34905242919921875
867695454	-92.58782196044921875
867695954	-93.37141418457031250
867696453	-94.54619598388671875
867696953	-95.97615051269531250
867697452	-97.34931945800781250
867697952	-97.82933044433593750
867698451	-96.79038238525390625
867698951	-95.08345794677734375
867699450	-93.68547058105468750
867699950	-92.94889831542968750
867700449	-92.85635375976562500
867700949	-93.10068511962890625
867701448	-93.12107849121093750
867701948	-92.62638092041015625
867702447	-92.01284790039062500
867702947	-91.78492736816406250
867703446	-92.14765167236328125
867703946	-93.05902862548828125
867704445	-94.22059631347656250
867704945	-95.03393554687500000
867705444	-95.14178466796875000
867705944	-95.06847381591796875
867706443	-95.55838012695312500
867706943	-96.91770172119140625
867707442	-98.87069702148437500
867707942	-100.37242126464843750
867708441	-100.33538055419921875
867708941	-98.71939849853515625
867709440	-96.20408630371093750
867709940	-93.82827758789062500
867710439	-92.21753692626953125
867710939	-91.53100585937500000
867711438	-91.71519470214843750
867711938	-92.57775878906250000
867712437	-93.74121856689453125
867712937	-94.69863891601562500
867713436	-95.08183288574218750
867713936	-94.76744842529296875
867714435	-93.95743560791015625
867714935	-93.20838928222656250
867715434	-92.94704437255859375
867715934	-93.26265716552734375
867716433	-94.00090026855468750
867716933	-94.94209289550781250
867717432	-96.04198455810546875
867717932	-97.50476837158203125
867718431	-99.65207672119140625
